====================== TABLE 1: ALPHABETICAL TICKER ORDER ======================

Symbol  | Trailing  Forward   Blended  | P/B Ratio  P/S Ratio | Final Value
OYYAT   |      5.83       N/A      5.83  |       1.02       0.47 |       0.6402
KOCMT   |      8.00       N/A      8.00  |       0.72       0.55 |       0.6420
MNDTR   |      6.61       N/A      6.61  |       0.84       0.39 |       0.6457
VAKFN   |      4.21       N/A      4.21  |       1.10       5.00 |       0.6470
GARAN   |      4.91      4.07      4.66  |       1.28       1.60 |       0.6542
PLTUR   |     10.57       N/A     10.57  |       0.62       0.71 |       0.6679
SNGYO   |     16.86       N/A     16.86  |       0.26       2.20 |       0.6813
PGSUS   |     10.21      4.86      8.61  |       0.76       0.54 |       0.6824
ACSEL   |      0.02       N/A      0.02  |       2.57       1.95 |       0.6832
ULKER   |     11.24      3.50      8.92  |       0.76       0.34 |       0.6845
AYGAZ   |      9.00     15.18     10.86  |       0.64       0.62 |       0.6859
VKGYO   |     12.41       N/A     12.41  |       0.35       6.69 |       0.6885
GSDDE   |      9.09       N/A      9.09  |       0.67       3.06 |       0.6972
RYGYO   |      3.78       N/A      3.78  |       0.63      14.99 |       0.7029
AKGRT   |      4.63      6.15      5.08  |       1.47       0.65 |       0.7094
MERKO   |      2.01       N/A      2.01  |       0.81      19.39 |       0.7207
PETUN   |     17.41       N/A     17.41  |       0.37       0.34 |       0.7219
MOGAN   |     15.49       N/A     15.49  |       0.39       2.55 |       0.7221
MERIT   |      7.60       N/A      7.60  |       0.30      17.32 |       0.7359
KZBGY   |     12.80       N/A     12.80  |       0.43       6.32 |       0.7379
TTKOM   |      8.06      8.35      8.14  |       0.88       0.87 |       0.7433
AKBNK   |      6.39      4.41      5.79  |       1.32       1.91 |       0.7439
YKBNK   |      7.15      4.21      6.27  |       1.25       1.61 |       0.7493
TRGYO   |     11.88      2.43      9.04  |       0.68       5.87 |       0.7568
TATGD   |     13.63       N/A     13.63  |       0.63       0.58 |       0.7615
KRSTL   |      7.58       N/A      7.58  |       1.07       0.64 |       0.7699
AVPGY   |     15.09       N/A     15.09  |       0.51       3.15 |       0.7902
BESLR   |     17.54       N/A     17.54  |       0.49       0.28 |       0.7932
YKSLN   |      4.09       N/A      4.09  |       2.02       1.29 |       0.7957
FORTE   |      2.59       N/A      2.59  |       2.27       3.36 |       0.8017
PAHOL   |     10.86       N/A     10.86  |       0.70       5.32 |       0.8121
AYES    |      5.46       N/A      5.46  |       1.85       0.47 |       0.8251
BLCYT   |     15.90       N/A     15.90  |       0.52       4.08 |       0.8325
SANKO   |      7.73       N/A      7.73  |       1.34       0.58 |       0.8457
SAHOL   |     25.10      3.51     18.63  |       0.53       0.77 |       0.8528
NTGAZ   |      7.89       N/A      7.89  |       1.29       0.97 |       0.8537
KCHOL   |     20.20      6.49     16.09  |       0.69       0.18 |       0.8554
GARFA   |      4.82       N/A      4.82  |       1.93       3.05 |       0.8555
TCELL   |     12.80      8.63     11.55  |       0.91       0.95 |       0.8579
KRGYO   |     11.39       N/A     11.39  |       0.65       8.66 |       0.8681
KATMR   |     17.19       N/A     17.19  |       0.60       2.70 |       0.8873
TURSG   |      5.79      1.77      4.59  |       2.26       1.32 |       0.8876
PNLSN   |     11.19       N/A     11.19  |       1.00       1.05 |       0.8985
AEFES   |     14.54      0.70     10.39  |       1.06       0.51 |       0.8999
INFO    |      5.79       N/A      5.79  |       2.09       0.32 |       0.9038
FROTO   |      9.62      0.46      6.87  |       1.81       0.37 |       0.9051
ASGYO   |      1.46       N/A      1.46  |       0.31      37.03 |       0.9127
KOTON   |      7.10       N/A      7.10  |       1.78       0.37 |       0.9130
GENTS   |      8.72       N/A      8.72  |       1.34       0.91 |       0.9179
PAGYO   |      7.73       N/A      7.73  |       0.85      11.38 |       0.9234
A1YEN   |     18.62       N/A     18.62  |       0.55       3.77 |       0.9242
AKFYE   |     20.26       N/A     20.26  |       0.44       4.53 |       0.9278
YUNSA   |     11.51       N/A     11.51  |       1.05       1.42 |       0.9462
EGEGY   |      4.93       N/A      4.93  |       2.41       1.30 |       0.9478
ISMEN   |      8.02       N/A      8.02  |       1.73       0.03 |       0.9534
TUKAS   |     20.73       N/A     20.73  |       0.59       1.19 |       0.9568
ALARK   |     25.49      4.18     19.10  |       0.53       5.10 |       0.9576
DESA    |      9.78       N/A      9.78  |       1.19       1.37 |       0.9577
PCILT   |      8.03       N/A      8.03  |       1.75       0.34 |       0.9633
CGCAM   |     16.65       N/A     16.65  |       0.74       3.31 |       0.9634
SKTAS   |     17.57       N/A     17.57  |       0.82       1.15 |       0.9898
ASUZU   |     16.71       N/A     16.71  |       0.92       0.51 |       1.0063
GIPTA   |      4.26       N/A      4.26  |       2.63       4.05 |       1.0141
GLYHO   |      6.79       N/A      6.79  |       2.22       1.27 |       1.0204
KRVGD   |     19.20       N/A     19.20  |       0.83       0.41 |       1.0287
BASGZ   |     15.91       N/A     15.91  |       1.00       0.68 |       1.0299
LMKDC   |      9.03       N/A      9.03  |       1.65       1.64 |       1.0307
HALKB   |     10.30      9.72     10.13  |       1.38       1.85 |       1.0367
TUPRS   |     12.98     10.75     12.31  |       1.22       0.49 |       1.0403
OSMEN   |     15.50       N/A     15.50  |       1.07       0.12 |       1.0481
AFYON   |     21.90       N/A     21.90  |       0.69       1.35 |       1.0526
AKMGY   |     14.55       N/A     14.55  |       0.85       8.07 |       1.0590
TRCAS   |      7.69     31.40     14.80  |       0.77        N/A |       1.0590
INDES   |     11.95       N/A     11.95  |       1.28       0.09 |       1.0596
GWIND   |     16.65       N/A     16.65  |       0.89       4.80 |       1.0736
BULGS   |      5.70       N/A      5.70  |       2.18       8.04 |       1.0741
CIMSA   |     13.37      7.98     11.76  |       1.30       0.99 |       1.0816
GOKNR   |     20.74       N/A     20.74  |       0.86       0.56 |       1.0942
CONSE   |     19.36       N/A     19.36  |       0.91       1.36 |       1.0950
DZGYO   |      7.02       N/A      7.02  |       0.54      29.67 |       1.0964
EGGUB   |     13.93       N/A     13.93  |       1.16       2.82 |       1.1062
TNZTP   |     14.87       N/A     14.87  |       1.14       2.92 |       1.1214
YIGIT   |     18.10       N/A     18.10  |       1.05       0.60 |       1.1216
LILAK   |     13.78       N/A     13.78  |       1.28       1.68 |       1.1424
YYLGD   |     22.00       N/A     22.00  |       0.88       0.49 |       1.1435
OYAKC   |     11.50       N/A     11.50  |       1.45       1.88 |       1.1442
EUREN   |     23.53       N/A     23.53  |       0.83       1.18 |       1.1700
AKSA    |     10.62     19.19     13.20  |       1.37       1.35 |       1.1702
MGROS   |     16.58      8.27     14.09  |       1.38       0.29 |       1.1787
BNTAS   |     22.82       N/A     22.82  |       0.91       1.17 |       1.1974
BRKSN   |     23.21       N/A     23.21  |       0.91       0.89 |       1.1986
AHSGY   |      4.53       N/A      4.53  |       1.51      26.57 |       1.2031
BIOEN   |      4.90       N/A      4.90  |       3.35       3.17 |       1.2174
AVTUR   |     12.23       N/A     12.23  |       0.58      28.49 |       1.2461
SURGY   |     11.85       N/A     11.85  |       1.28        N/A |       1.2512
AGYO    |     30.62       N/A     30.62  |       0.33        N/A |       1.2844
BOSSA   |     29.50       N/A     29.50  |       0.72       1.29 |       1.2885
ENJSA   |     23.37     16.42     21.29  |       1.21       0.53 |       1.3016
RYSAS   |     12.06       N/A     12.06  |       1.85       3.52 |       1.3141
RAYSG   |      7.73       N/A      7.73  |       3.24       0.93 |       1.3281
ODAS    |     40.10      7.65     30.36  |       0.75       1.25 |       1.3312
AKSEN   |     13.80     14.90     14.13  |       1.58       2.55 |       1.3347
KARSN   |     18.35       N/A     18.35  |       1.42       0.59 |       1.3350
MAVI    |     16.25      2.32     12.07  |       2.19       0.63 |       1.3422
ENKAI   |     14.50     24.31     17.44  |       1.42       3.38 |       1.3595
MPARK   |     14.38      8.81     12.71  |       2.04       1.48 |       1.3619
GEDIK   |     10.94       N/A     10.94  |       2.63       0.03 |       1.3660
ZEDUR   |     22.66       N/A     22.66  |       0.77      13.79 |       1.3660
ZRGYO   |     10.84       N/A     10.84  |       1.06      23.44 |       1.3726
BASCM   |     23.90       N/A     23.90  |       1.19       0.83 |       1.3726
GLCVY   |     13.54       N/A     13.54  |       1.95       1.02 |       1.3841
YBTAS   |      9.51       N/A      9.51  |       2.90       2.61 |       1.3925
ISDMR   |     25.40       N/A     25.40  |       1.13       1.33 |       1.3966
ORGE    |     12.11     11.77     12.01  |       2.29       2.41 |       1.3980
TBORG   |     14.34       N/A     14.34  |       1.80       1.04 |       1.3983
OZSUB   |      9.38       N/A      9.38  |       3.07       1.28 |       1.3992
ENERY   |     15.24       N/A     15.24  |       1.63       2.72 |       1.4007
ARTMS   |     18.82       N/A     18.82  |       1.38       4.76 |       1.4075
ANHYT   |      6.74      6.08      6.54  |       3.85       1.08 |       1.4077
KLNMA   |      9.90       N/A      9.90  |       2.65       5.34 |       1.4098
SKBNK   |     13.70       N/A     13.70  |       1.97       2.31 |       1.4250
ARASE   |     24.81       N/A     24.81  |       1.31       0.83 |       1.4653
TOASO   |     13.47      9.80     12.37  |       2.65       0.39 |       1.4701
MOBTL   |     19.17       N/A     19.17  |       1.62       0.84 |       1.4709
TRMET   |     19.70       N/A     19.70  |       1.56       2.06 |       1.4810
CCOLA   |     13.17      8.87     11.88  |       2.79       1.21 |       1.4890
TRENJ   |     20.16       N/A     20.16  |       1.60       1.06 |       1.4941
LKMNH   |     23.86       N/A     23.86  |       1.42       0.77 |       1.4969
KLSYN   |     17.46       N/A     17.46  |       1.74       3.17 |       1.5319
AYEN    |     42.34       N/A     42.34  |       0.52       1.31 |       1.5582
MNDRS   |     49.70       N/A     49.70  |       0.19       0.38 |       1.5758
YGGYO   |     11.37       N/A     11.37  |       1.94      17.94 |       1.5796
FADE    |     40.35       N/A     40.35  |       0.69       1.20 |       1.5922
EGPRO   |     16.03       N/A     16.03  |       2.10       1.66 |       1.5962
MTRKS   |     12.21       N/A     12.21  |       3.13       2.29 |       1.6194
OZGYO   |     42.80       N/A     42.80  |       0.30       9.88 |       1.6209
SUNTK   |     22.27       N/A     22.27  |       1.73       1.05 |       1.6288
CWENE   |     15.31       N/A     15.31  |       2.45       2.27 |       1.6489
BIMAS   |     20.55      6.94     16.46  |       2.32       0.59 |       1.6560
MACKO   |      8.60       N/A      8.60  |       4.13       3.38 |       1.6578
TERA    |     19.17       N/A     19.17  |       2.01       0.29 |       1.6732
TLMAN   |     35.09       N/A     35.09  |       1.11       2.68 |       1.6975
GRSEL   |     15.78       N/A     15.78  |       2.51       2.70 |       1.7039
AGESA   |      7.36     13.83      9.30  |       4.34       0.93 |       1.7057
DAPGM   |     25.23       N/A     25.23  |       1.65       3.11 |       1.7127
IDGYO   |     10.04       N/A     10.04  |       1.92      29.19 |       1.7142
LOGO    |     19.03     10.41     16.44  |       2.62       2.19 |       1.7616
FRMPL   |     29.68       N/A     29.68  |       1.57       1.71 |       1.7711
BESTE   |     28.92       N/A     28.92  |       1.17      14.70 |       1.7879
MSGYO   |     47.92       N/A     47.92  |       0.61       2.66 |       1.7984
ATATP   |      9.95       N/A      9.95  |       4.63       0.79 |       1.8161
GLRMK   |     16.72       N/A     16.72  |       2.94       1.21 |       1.8408
ELITE   |     25.03       N/A     25.03  |       1.96       1.80 |       1.8500
AHGAZ   |     28.28       N/A     28.28  |       1.81       1.64 |       1.8612
CMENT   |     35.55       N/A     35.55  |       1.44       1.52 |       1.8655
YATAS   |     52.32     53.73     52.74  |       0.57       0.25 |       1.8688
BRKVY   |     13.29       N/A     13.29  |       3.81       2.78 |       1.8691
MEGMT   |     11.52       N/A     11.52  |       4.47       0.79 |       1.8780
ICBCT   |     13.42       N/A     13.42  |       3.80       3.32 |       1.8848
TAVHL   |     48.75     14.18     38.38  |       1.34       1.20 |       1.8886
OFSYM   |     30.00       N/A     30.00  |       1.83       0.47 |       1.8955
OZYSR   |     35.89       N/A     35.89  |       1.58       0.74 |       1.9408
SAYAS   |     16.77       N/A     16.77  |       3.30       2.01 |       1.9493
GENKM   |     39.37       N/A     39.37  |       1.38       1.79 |       1.9511
TABGD   |     23.28       N/A     23.28  |       2.39       1.20 |       2.0214
MERCN   |     33.06       N/A     33.06  |       1.86       1.72 |       2.0304
EKDMR   |     45.50       N/A     45.50  |       1.24       0.97 |       2.0381
GSDHO   |     60.70       N/A     60.70  |       0.46       1.02 |       2.0592
SMRVA   |     16.47       N/A     16.47  |       3.62       4.82 |       2.0675
GESAN   |     30.26       N/A     30.26  |       2.10       1.45 |       2.0736
DERIM   |     21.41       N/A     21.41  |       2.75       0.47 |       2.0815
ISKPL   |     18.57       N/A     18.57  |       3.27       3.54 |       2.0902
GRTHO   |     17.67       N/A     17.67  |       3.51       4.65 |       2.1133
SEGMN   |     34.03       N/A     34.03  |       1.94       3.26 |       2.1328
IZENR   |     45.45       N/A     45.45  |       1.44       2.87 |       2.1877
ALVES   |     44.83       N/A     44.83  |       1.58       0.40 |       2.1946
PINSU   |     50.41       N/A     50.41  |       1.29       1.18 |       2.2133
EGEEN   |     29.66       N/A     29.66  |       2.29       4.27 |       2.2156
TEZOL   |     51.20       N/A     51.20  |       1.26       1.41 |       2.2287
DURKN   |     54.32       N/A     54.32  |       1.15       2.64 |       2.2829
MOPAS   |     43.14       N/A     43.14  |       1.87       0.49 |       2.3068
PENTA   |     56.83       N/A     56.83  |       1.22       0.16 |       2.3444
PSGYO   |      5.01       N/A      5.01  |       0.53      95.62 |       2.3504
BALSU   |     23.32       N/A     23.32  |       3.47       1.22 |       2.3999
AKCNS   |     68.79      7.96     50.54  |       1.60       1.77 |       2.4033
BRSAN   |     43.63       N/A     43.63  |       2.02       1.02 |       2.4164
VBTYZ   |     25.46       N/A     25.46  |       3.13       1.30 |       2.4551
CRDFA   |     12.26       N/A     12.26  |       6.09      10.09 |       2.5168
SANEL   |     12.13       N/A     12.13  |       6.64       4.28 |       2.5301
FONET   |     27.15       N/A     27.15  |       3.00       5.66 |       2.5614
KBORU   |     26.78       N/A     26.78  |       3.13       2.73 |       2.5658
TCKRC   |     20.42       N/A     20.42  |       4.60       8.25 |       2.6364
ATATR   |     26.51       N/A     26.51  |       3.35       4.96 |       2.6532
MARTI   |     86.00       N/A     86.00  |       0.35       1.60 |       2.7560
PSDTC   |     24.39       N/A     24.39  |       4.04      12.63 |       2.8413
LUKSK   |     58.83       N/A     58.83  |       1.81       6.34 |       2.8536
ISBIR   |     93.20       N/A     93.20  |       0.31       0.25 |       2.9190
TRALT   |     29.38       N/A     29.38  |       3.49       7.37 |       2.9224
HTTBT   |     29.24       N/A     29.24  |       3.75       6.57 |       2.9612
COSMO   |     22.57       N/A     22.57  |       6.04       1.48 |       2.9993
DNISI   |     65.82       N/A     65.82  |       1.77       5.02 |       3.0106
KAYSE   |       N/A       N/A       N/A  |       0.14       0.67 |       3.0335
PATEK   |     29.95       N/A     29.95  |       3.93       6.51 |       3.0504
SAFKR   |     31.80       N/A     31.80  |       3.89       2.54 |       3.0805
ZOREN   |       N/A       N/A       N/A  |       0.24       0.41 |       3.0827
VESBE   |       N/A      1.48       N/A  |       0.27       0.17 |       3.0954
EPLAS   |       N/A       N/A       N/A  |       0.30       0.47 |       3.1134
VESTL   |       N/A      2.84       N/A  |       0.33       0.08 |       3.1220
PNSUT   |       N/A     13.72       N/A  |       0.32       0.26 |       3.1237
QNBTR   |     22.88       N/A     22.88  |       5.93       8.31 |       3.1300
BERA    |       N/A       N/A       N/A  |       0.34       0.57 |       3.1394
IHEVA   |       N/A       N/A       N/A  |       0.36       0.20 |       3.1421
EBEBK   |     63.29       N/A     63.29  |       2.33       0.41 |       3.1516
LRSHO   |       N/A       N/A       N/A  |       0.38       0.39 |       3.1583
USAK    |       N/A       N/A       N/A  |       0.37       0.74 |       3.1615
RUBNS   |       N/A       N/A       N/A  |       0.39       0.87 |       3.1744
SEKUR   |     61.35       N/A     61.35  |       2.49       1.15 |       3.1965
KLGYO   |       N/A       N/A       N/A  |       0.28       5.09 |       3.1979
OZKGY   |       N/A      1.62       N/A  |       0.34       3.66 |       3.2003
PENGD   |       N/A       N/A       N/A  |       0.45       0.62 |       3.2003
EMKEL   |     55.97       N/A     55.97  |       2.72       2.93 |       3.2018
AYDEM   |       N/A      3.44       N/A  |       0.43       1.46 |       3.2051
AAGYO   |     88.50       N/A     88.50  |       0.69      11.82 |       3.2209
CANTE   |       N/A       N/A       N/A  |       0.44       2.05 |       3.2245
DEVA    |       N/A       N/A       N/A  |       0.49       0.72 |       3.2254
OYLUM   |     98.25       N/A     98.25  |       0.58       0.85 |       3.2256
OSTIM   |       N/A       N/A       N/A  |       0.39       3.53 |       3.2258
DYOBY   |       N/A       N/A       N/A  |       0.52       0.47 |       3.2352
GEDZA   |     85.72       N/A     85.72  |       1.27       1.31 |       3.2463
SNICA   |       N/A       N/A       N/A  |       0.54       0.79 |       3.2519
SILVR   |       N/A       N/A       N/A  |       0.54       0.58 |       3.2520
BUCIM   |       N/A       N/A       N/A  |       0.54       0.71 |       3.2537
ISSEN   |       N/A       N/A       N/A  |       0.54       0.70 |       3.2544
NATEN   |     92.57       N/A     92.57  |       0.82       4.04 |       3.2544
AKENR   |       N/A       N/A       N/A  |       0.60       0.42 |       3.2772
TSPOR   |       N/A       N/A       N/A  |       0.52       2.60 |       3.2773
BIENY   |       N/A       N/A       N/A  |       0.59       0.65 |       3.2795
DOHOL   |     18.70    291.14    100.43  |       0.58       0.56 |       3.2833
MEPET   |       N/A       N/A       N/A  |       0.61       0.42 |       3.2866
KONTR   |       N/A       N/A       N/A  |       0.62       0.24 |       3.2883
IHLAS   |       N/A       N/A       N/A  |       0.64       0.21 |       3.2991
ENTRA   |       N/A       N/A       N/A  |       0.49       4.57 |       3.3035
AGHOL   |       N/A      0.23       N/A  |       0.66       0.12 |       3.3047
DARDL   |       N/A       N/A       N/A  |       0.65       0.35 |       3.3081
FRIGO   |       N/A       N/A       N/A  |       0.62       1.33 |       3.3092
HATEK   |       N/A       N/A       N/A  |       0.64       1.07 |       3.3163
NUGYO   |       N/A       N/A       N/A  |       0.50       5.22 |       3.3189
KLMSN   |       N/A       N/A       N/A  |       0.68       0.37 |       3.3197
IZMDC   |       N/A       N/A       N/A  |       0.69       0.22 |       3.3243
GEREL   |     30.61       N/A     30.61  |       4.91       6.16 |       3.3320
ESEN    |       N/A       N/A       N/A  |       0.55       4.68 |       3.3365
KZGYO   |       N/A       N/A       N/A  |       0.36        N/A |       3.3370
PETKM   |       N/A      4.56       N/A  |       0.71       0.52 |       3.3425
LIDER   |     13.26       N/A     13.26  |       7.02      36.56 |       3.3445
VRGYO   |       N/A       N/A       N/A  |       0.35      10.43 |       3.3446
SOKM    |       N/A      3.72       N/A  |       0.73       0.10 |       3.3453
KRONT   |     27.93       N/A     27.93  |       5.57       7.45 |       3.3480
KONKA   |       N/A       N/A       N/A  |       0.68       1.87 |       3.3525
CEMTS   |       N/A       N/A       N/A  |       0.73       0.81 |       3.3582
ORMA    |       N/A       N/A       N/A  |       0.72       1.11 |       3.3597
SARKY   |     75.71       N/A     75.71  |       2.05       0.31 |       3.3629
SASA    |       N/A       N/A       N/A  |       0.70       1.97 |       3.3633
TRILC   |       N/A       N/A       N/A  |       0.76       0.24 |       3.3645
ISGYO   |       N/A     60.42       N/A  |       0.46       8.67 |       3.3654
PRKME   |       N/A       N/A       N/A  |       0.57       5.60 |       3.3694
OZRDN   |     26.02       N/A     26.02  |       6.48       3.91 |       3.3817
BORSK   |       N/A       N/A       N/A  |       0.77       1.11 |       3.3882
VERTU   |       N/A       N/A       N/A  |       0.46        N/A |       3.3941
AKYHO   |       N/A       N/A       N/A  |       0.61       5.92 |       3.3951
ARCLK   |       N/A      6.51       N/A  |       0.83       0.13 |       3.4013
KORDS   |       N/A     27.50       N/A  |       0.83       0.45 |       3.4042
TMSN    |       N/A       N/A       N/A  |       0.65       5.50 |       3.4074
UNLU    |       N/A       N/A       N/A  |       0.85       0.06 |       3.4093
REEDR   |       N/A       N/A       N/A  |       0.72       3.85 |       3.4153
ULUFA   |       N/A       N/A       N/A  |       0.50        N/A |       3.4183
SELVA   |       N/A       N/A       N/A  |       0.83       1.10 |       3.4184
ENDAE   |       N/A       N/A       N/A  |       0.66       5.82 |       3.4194
SEGYO   |       N/A       N/A       N/A  |       0.55       9.35 |       3.4334
GSRAY   |       N/A       N/A       N/A  |       0.87       0.87 |       3.4384
AVOD    |       N/A       N/A       N/A  |       0.89       0.66 |       3.4447
ERBOS   |       N/A       N/A       N/A  |       0.91       0.62 |       3.4525
KTSKR   |       N/A       N/A       N/A  |       0.81       3.31 |       3.4538
IMASM   |       N/A       N/A       N/A  |       0.91       1.02 |       3.4637
EYGYO   |       N/A       N/A       N/A  |       0.87       2.64 |       3.4710
AVGYO   |       N/A       N/A       N/A  |       0.71       6.97 |       3.4711
SERNT   |       N/A       N/A       N/A  |       0.92       1.45 |       3.4744
HUNER   |       N/A       N/A       N/A  |       0.82       4.12 |       3.4758
ECILC   |       N/A       N/A       N/A  |       0.78       5.27 |       3.4767
ALGYO   |       N/A       N/A       N/A  |       0.47      14.35 |       3.4846
AGROT   |       N/A       N/A       N/A  |       0.89       2.94 |       3.4892
YESIL   |       N/A       N/A       N/A  |       0.65    -340.98 |       3.5013
CEMAS   |       N/A       N/A       N/A  |       0.94       2.38 |       3.5061
YEOTK   |     22.69       N/A     22.69  |       8.01       1.96 |       3.5105
BRISA   |       N/A      5.15       N/A  |       1.02       0.62 |       3.5139
QUAGR   |       N/A       N/A       N/A  |       1.01       0.98 |       3.5164
BOBET   |       N/A       N/A       N/A  |       1.06       0.65 |       3.5362
FLAP    |       N/A       N/A       N/A  |       0.98       2.89 |       3.5385
ERCB    |       N/A       N/A       N/A  |       1.09       0.57 |       3.5496
HKTM    |       N/A       N/A       N/A  |       1.06       1.34 |       3.5510
TUCLK   |       N/A       N/A       N/A  |       1.09       0.82 |       3.5565
DENGE   |       N/A       N/A       N/A  |       1.05       2.42 |       3.5692
IHYAY   |       N/A       N/A       N/A  |       1.14       0.22 |       3.5717
DOFER   |       N/A       N/A       N/A  |       1.14       0.25 |       3.5723
ATAKP   |       N/A       N/A       N/A  |       1.08       1.98 |       3.5757
FORMT   |       N/A       N/A       N/A  |       1.06       2.70 |       3.5806
DOKTA   |       N/A       N/A       N/A  |       1.17       0.54 |       3.5955
YYAPI   |      1.44       N/A      1.44  |       0.28     172.62 |       3.6151
ATAGY   |       N/A       N/A       N/A  |       0.77      12.92 |       3.6253
DGGYO   |       N/A       N/A       N/A  |       0.87      11.25 |       3.6433
BRKO    |       N/A       N/A       N/A  |       0.87      12.20 |       3.6630
ARENA   |       N/A       N/A       N/A  |       1.31       0.09 |       3.6641
RNPOL   |       N/A       N/A       N/A  |       1.29       0.77 |       3.6667
BAKAB   |       N/A       N/A       N/A  |       1.30       0.60 |       3.6705
ECOGR   |       N/A       N/A       N/A  |       1.21       3.50 |       3.6742
ISGSY   |       N/A       N/A       N/A  |       0.98        N/A |       3.6817
TEKTU   |       N/A       N/A       N/A  |       0.53      23.16 |       3.6950
ECZYT   |       N/A       N/A       N/A  |       1.02        N/A |       3.7010
BINHO   |       N/A       N/A       N/A  |       1.03        N/A |       3.7070
PKART   |     32.74       N/A     32.74  |       6.28       1.13 |       3.7114
BEGYO   |       N/A       N/A       N/A  |       0.63      21.48 |       3.7163
SOKE    |       N/A       N/A       N/A  |       1.38       0.76 |       3.7179
KFEIN   |       N/A       N/A       N/A  |       1.41       0.61 |       3.7267
DMSAS   |       N/A       N/A       N/A  |       1.41       0.63 |       3.7302
ORCAY   |       N/A       N/A       N/A  |       1.36       2.17 |       3.7314
ANGEN   |       N/A       N/A       N/A  |       1.32       3.13 |       3.7324
ULUUN   |    117.25       N/A    117.25  |       0.52       0.10 |       3.7342
CELHA   |       N/A       N/A       N/A  |       1.34       3.45 |       3.7489
HOROZ   |       N/A       N/A       N/A  |       1.46       0.48 |       3.7512
TATEN   |     69.70       N/A     69.70  |       2.91       5.47 |       3.7590
MAKTK   |       N/A       N/A       N/A  |       1.44       2.57 |       3.7846
DERHL   |       N/A       N/A       N/A  |       1.52       0.61 |       3.7892
YONGA   |       N/A       N/A       N/A  |       1.47       2.01 |       3.7916
BANVT   |       N/A       N/A       N/A  |       1.53       0.55 |       3.7935
TKFEN   |       N/A     10.17       N/A  |       1.54       1.02 |       3.8111
OBAMS   |       N/A       N/A       N/A  |       1.56       0.77 |       3.8167
EKSUN   |       N/A       N/A       N/A  |       1.60       0.37 |       3.8286
JANTS   |       N/A       N/A       N/A  |       1.56       1.76 |       3.8358
ONRYT   |       N/A       N/A       N/A  |       1.56       4.04 |       3.8803
BVSAN   |       N/A       N/A       N/A  |       1.69       1.34 |       3.8976
NETCD   |     28.50       N/A     28.50  |       7.04      14.98 |       3.9027
AVHOL   |       N/A       N/A       N/A  |       1.63       3.36 |       3.9057
BTCIM   |       N/A       N/A       N/A  |       1.68       2.36 |       3.9137
HURGZ   |       N/A       N/A       N/A  |       1.67       3.30 |       3.9257
ATSYH   |     31.74       N/A     31.74  |       6.84       8.17 |       3.9265
SNPAM   |       N/A       N/A       N/A  |       1.10      19.49 |       3.9354
AKHAN   |       N/A       N/A       N/A  |       1.77       1.19 |       3.9365
KRPLS   |       N/A       N/A       N/A  |       1.83       0.82 |       3.9627
SKYMD   |       N/A       N/A       N/A  |       1.86       0.04 |       3.9658
MARMR   |       N/A       N/A       N/A  |       1.51        N/A |       3.9705
DCTTR   |       N/A       N/A       N/A  |       1.76       3.29 |       3.9730
GENIL   |     66.86       N/A     66.86  |       3.58       2.02 |       3.9785
KLYPV   |       N/A       N/A       N/A  |       1.77       3.40 |       3.9843
YAYLA   |       N/A       N/A       N/A  |       1.47      11.97 |       3.9896
TEHOL   |     20.54       N/A     20.54  |       9.17      18.62 |       3.9938
BEYAZ   |       N/A       N/A       N/A  |       1.93       0.13 |       4.0065
METRO   |       N/A       N/A       N/A  |       1.17      21.32 |       4.0109
KOPOL   |       N/A       N/A       N/A  |       1.90       1.68 |       4.0209
GOODY   |       N/A       N/A       N/A  |       1.97       0.18 |       4.0263
HRKET   |       N/A       N/A       N/A  |       1.93       1.99 |       4.0437
DAGI    |       N/A       N/A       N/A  |       1.98       1.03 |       4.0510
ARSAN   |       N/A       N/A       N/A  |       0.53      41.60 |       4.0669
ALCTL   |       N/A       N/A       N/A  |       2.01       1.28 |       4.0707
MEKAG   |       N/A       N/A       N/A  |       2.03       1.08 |       4.0789
HEKTS   |       N/A       N/A       N/A  |       1.89       5.04 |       4.0824
HATSN   |       N/A       N/A       N/A  |       1.98       2.73 |       4.0838
BYDNR   |       N/A       N/A       N/A  |       2.09       0.76 |       4.1038
RUZYE   |       N/A       N/A       N/A  |       1.80       8.75 |       4.1080
BJKAS   |       N/A       N/A       N/A  |       2.08       1.41 |       4.1135
ERSU    |       N/A       N/A       N/A  |       1.89       6.75 |       4.1177
ASTOR   |     33.54       N/A     33.54  |       7.22       7.65 |       4.1280
FENER   |       N/A       N/A       N/A  |       2.11       1.81 |       4.1395
EKIZ    |       N/A       N/A       N/A  |       2.15       2.05 |       4.1624
DGNMO   |       N/A       N/A       N/A  |       2.24       0.24 |       4.1794
CUSAN   |       N/A       N/A       N/A  |       2.27       0.66 |       4.2050
KNFRT   |       N/A       N/A       N/A  |       2.34       0.51 |       4.2367
DESPC   |       N/A       N/A       N/A  |       2.38       0.12 |       4.2544
SUWEN   |       N/A       N/A       N/A  |       2.41       0.47 |       4.2761
KONYA   |     70.83       N/A     70.83  |       3.98       3.01 |       4.3332
SAMAT   |    109.00       N/A    109.00  |       1.31      20.71 |       4.3416
MEDTR   |    125.04       N/A    125.04  |       1.18       1.00 |       4.3442
